epoch,train_loss,val_psnr,lr,seconds
1,0.121973,22.1158,1.867e-03,1.3
2,0.046166,26.1826,1.505e-03,0.7
3,0.035143,26.1978,1.010e-03,0.8
4,0.031991,27.7574,5.150e-04,0.7
5,0.027474,27.7456,1.526e-04,0.6
6,0.027032,27.8110,2.000e-05,0.6
