epoch,train_loss,val_psnr,lr,seconds
191,0.029982,29.7749,1.495e-05,1.0
192,0.029955,29.7819,1.471e-05,1.0
193,0.029930,29.7891,1.448e-05,1.1
194,0.029905,29.7962,1.425e-05,1.0
195,0.029881,29.8031,1.401e-05,1.3
196,0.029857,29.8096,1.378e-05,1.3
197,0.029833,29.8159,1.355e-05,1.0
198,0.029811,29.8219,1.333e-05,1.0
199,0.029788,29.8280,1.310e-05,1.0
200,0.029766,29.8342,1.287e-05,1.0
201,0.029745,29.8400,1.265e-05,1.0
202,0.029724,29.8463,1.243e-05,1.0
203,0.029703,29.8519,1.221e-05,1.1
204,0.029683,29.8577,1.199e-05,1.3
205,0.029663,29.8632,1.177e-05,1.0
206,0.029643,29.8683,1.155e-05,1.1
207,0.029624,29.8736,1.134e-05,1.0
208,0.029606,29.8785,1.112e-05,1.0
209,0.029587,29.8837,1.091e-05,1.0
210,0.029570,29.8886,1.070e-05,1.0
211,0.029552,29.8935,1.049e-05,1.2
212,0.029535,29.8985,1.029e-05,1.4
213,0.029518,29.9032,1.008e-05,1.0
214,0.029502,29.9080,9.877e-06,1.0
215,0.029486,29.9124,9.674e-06,1.0
216,0.029469,29.9167,9.474e-06,1.0
217,0.029454,29.9211,9.275e-06,1.0
218,0.029439,29.9252,9.078e-06,1.0
219,0.029426,29.9296,8.883e-06,1.1
220,0.029409,29.9337,8.689e-06,1.5
221,0.029395,29.9376,8.497e-06,1.0
222,0.029381,29.9419,8.307e-06,1.0
223,0.029367,29.9458,8.119e-06,1.0
224,0.029354,29.9495,7.933e-06,1.0
225,0.029342,29.9534,7.749e-06,1.0
226,0.029328,29.9569,7.567e-06,1.0
227,0.029315,29.9604,7.386e-06,1.3
228,0.029304,29.9640,7.208e-06,1.3
229,0.029291,29.9672,7.032e-06,1.0
230,0.029279,29.9703,6.857e-06,1.0
231,0.029268,29.9737,6.685e-06,1.0
232,0.029257,29.9769,6.514e-06,1.0
233,0.029246,29.9801,6.346e-06,1.0
234,0.029235,29.9832,6.180e-06,1.0
235,0.029226,29.9862,6.016e-06,1.0
236,0.029215,29.9892,5.854e-06,1.0
237,0.029205,29.9920,5.694e-06,1.0
238,0.029196,29.9947,5.536e-06,1.1
239,0.029186,29.9973,5.380e-06,1.4
240,0.029177,29.9998,5.227e-06,1.0
241,0.029168,30.0022,5.076e-06,1.0
242,0.029160,30.0046,4.927e-06,1.0
243,0.029151,30.0069,4.780e-06,1.0
244,0.029143,30.0092,4.635e-06,1.1
245,0.029135,30.0115,4.493e-06,1.3
246,0.029128,30.0137,4.353e-06,1.0
247,0.029120,30.0158,4.215e-06,1.0
248,0.029113,30.0178,4.080e-06,1.0
249,0.029106,30.0198,3.947e-06,1.0
250,0.029100,30.0218,3.816e-06,1.1
251,0.029093,30.0237,3.687e-06,1.4
252,0.029087,30.0254,3.561e-06,1.0
253,0.029081,30.0272,3.438e-06,1.0
254,0.029075,30.0288,3.316e-06,1.0
255,0.029070,30.0305,3.198e-06,1.0
256,0.029064,30.0320,3.081e-06,1.1
257,0.029059,30.0335,2.967e-06,1.4
258,0.029054,30.0350,2.856e-06,1.0
259,0.029049,30.0364,2.746e-06,1.0
260,0.029045,30.0377,2.640e-06,1.0
261,0.029040,30.0390,2.536e-06,1.0
262,0.029036,30.0402,2.434e-06,1.1
263,0.029032,30.0414,2.335e-06,1.3
264,0.029028,30.0426,2.238e-06,1.0
265,0.029024,30.0437,2.144e-06,1.0
266,0.029021,30.0447,2.052e-06,1.0
267,0.029017,30.0457,1.963e-06,1.0
268,0.029014,30.0466,1.877e-06,1.1
269,0.029011,30.0475,1.793e-06,1.4
270,0.029008,30.0484,1.711e-06,1.0
271,0.029005,30.0492,1.633e-06,1.0
272,0.029002,30.0500,1.556e-06,1.0
273,0.028999,30.0508,1.483e-06,1.0
274,0.028997,30.0515,1.412e-06,1.0
275,0.028994,30.0522,1.343e-06,1.0
276,0.028992,30.0529,1.278e-06,1.1
277,0.028990,30.0535,1.214e-06,1.4
278,0.028988,30.0541,1.154e-06,1.0
279,0.028986,30.0547,1.096e-06,1.0
280,0.028984,30.0552,1.041e-06,1.0
281,0.028982,30.0558,9.883e-07,1.0
282,0.028980,30.0563,9.384e-07,1.0
283,0.028979,30.0567,8.912e-07,1.0
284,0.028977,30.0572,8.466e-07,1.2
285,0.028976,30.0576,8.047e-07,1.8
286,0.028974,30.0580,7.655e-07,1.0
287,0.028973,30.0584,7.290e-07,1.0
288,0.028972,30.0587,6.952e-07,1.0
289,0.028971,30.0591,6.640e-07,1.4
290,0.028970,30.0594,6.356e-07,1.0
291,0.028968,30.0597,6.098e-07,1.0
292,0.028967,30.0600,5.868e-07,1.0
293,0.028966,30.0603,5.665e-07,1.0
294,0.028965,30.0606,5.488e-07,1.1
295,0.028964,30.0609,5.339e-07,1.3
296,0.028964,30.0611,5.217e-07,1.0
297,0.028963,30.0614,5.122e-07,1.0
298,0.028962,30.0617,5.054e-07,1.0
299,0.028961,30.0619,5.014e-07,1.0
300,0.028960,30.0622,5.000e-07,1.1
